elementName,score,nbOfSongs
"Misha Mansoor","1040.5",2
"Junichi Masuda","1040.5",72
"Tatsuyuki Maeda","1040.5",12
"Manabu Namiki, Noriyuki Kamikura","1040.5",4
"Mat Clark, Kenneth Young","1040.5",2
"Ben Briggs, Insert Rupee, halc","1040.5",4
"ymK","1040.5",4
"Tommy '86","1040.5",4
"Waterflame","1040.5",4
"Cyan","1040.5",2
"gakia2","1040.5",4
"Dacian Grada, PrjzCalavera","1040.5",2
"Yumi Kawamura, Lotus Juice","1040.5",2
"Moisés Nieto","1040.5",2
"Python Blue","1040.5",2
"Brink-of-Time","1040.5",2
"RobotSexMusic","1040.5",2
"Samuel Lidström","1040.5",2
"Tommy Pedrini","1040.5",2
"YourVinished","1040.5",2
"Orchestral Fantasy","1040.5",2
"Nobuo Uematsu, Kenji Ito","1040.3333333333333",9
"analoq","1040.1764705882354",17
"Kruai","1040",4
"Pascal Michael Stiefel","1039.95",20
"OverClocked University","1039.8",5
"Banjo Guy Ollie","1039.7894736842106",19
"Grant Kirkhope","1039.6129032258063",31
"mutagene","1039.6",5
"Tappy","1039.5714285714287",7
"Ben Briggs","1039.547619047619",84
"Kabukibear","1039.5",2
"Yasumasa Kitagawa","1039.2857142857142",14
"SoundDrive","1039",3
"Hyper Potions, Jun Senoue","1039",3
"Masaki Hashimoto, Takahiro Wakuta","1039",3
"Junichi Masuda, Shota Kageyama","1039",3
"Sockpuppet","1039",3
"Frog & Cid","1039",3
"Harry Gregson-Williams","1038.8181818181818",11
"Steve Pordon","1038.7142857142858",7
"Keiichi Okabe, Kakeru Ishihama, Keigo Hoashi, Takafumi Nishimura","1038.5238095238096",21
"Kenny Chou","1038.5",4
"Ghetto Lee Lewis","1038.5",14
"Bladiator","1038.25",12
"Alien.Renegade","1038.25",4
"Dann Link","1038.25",4
"Mutsumi Ishimura, Akihi Motoyama, Manami Wada, Yusuke Beppu","1038.25",4
"Revo","1038.2",30
"eebrozgi","1038.1176470588234",17
"Danny Baranowsky","1038.0714285714287",70
"Shigeru Fukutake, Hidehiro Funauchi, Norio Hanzawa","1038",5
"Michiru Yamane, Ippo Yamada","1038",9
"Go Ichinose","1037.5434782608695",46
"Yoko Shimomura","1037.41",200
"AzureKevin","1037.3333333333333",6
"Ichiro Shimakura","1037.2857142857142",21
"Dale North, Mustin","1037.142857142857",7
"Michiko Naruke","1036.8823529411766",51
"housethegrate","1036.6666666666667",6
"Fallen Seraph","1036.5",2
"Masahiro Andoh, Ted Namba","1036.4285714285713",7
"Blitz Lunar","1036.25",8
"Viking Guitar Live","1036.1666666666667",6
"Masahiro Kajihara","1036.1333333333334",15
"Masato Kouda","1036",17
"Masami Ueda, Saori Maeda","1036",5
"Mike Alsop","1036",4
"Neostorm","1036",5
"Hidehiro Kawai","1036",8
"Takafumi Imamura","1036",4
"SREYAS","1036",2
"Graeme Norgate, Robin Beanland","1036",2
"Buoy","1036",2
"Yuki Shimooka","1036",4
"Bren","1036",4
"bryface","1036",3
"Jun Senoue, Sonic Adventure Music Experience","1036",6
"Joanne Hogg","1036",2
"Kiyoshi Yoshida","1036",2
"Twistboy","1036",2
"Master Sword","1036",3
"The Geeky Guitarist","1036",3
"梅干茶漬け  (Umeboshi Chazuke)","1036",2
"Nate Brooks","1036",2
"Hirokazu Tanaka, Shogo Sakai","1036",2
"Nick Tam","1036",2
"Chris Tilton","1036",2
"Steve Barrett","1036",4
"Richard MacKay","1036",2
"Matías Lati Quezada","1036",2
"Eriko Tsukayama","1036",4
"Toru Minegishi, Keigo Ozaki","1036",2
"Stemage, Chris Dlugosz","1036",2
"colorado weeks","1036",2
"Natsumi Kameoka","1035.857142857143",14
"Lashmush","1035.75",12
"Hirokazu Ando, Shogo Sakai, Tadashi Ikegami, Jun Ishikawa","1035.7",30
"Nobuo Uematsu, Shiro SAGISU, Reiko Nomura","1035.6666666666667",6
"John Revoredo","1035.6666666666667",6
"Hiroshi Takeyasu, Masae Nakashima, Sachiko Yakata","1035.5",2
"Quinn Fox","1035.4117647058824",17
"Smooth McGroove","1035.3333333333333",57
"Atsuko Asahi","1035.3076923076924",13
"Daniel White (danooct1)","1035.2608695652175",92
"Sbeast","1035",10
"Siena Wind Orchestra","1034.6363636363637",33
"heymagurany","1034.6",5
"Drakken","1034.5",2
"Alexander Prievert","1034.5",6
"Hiroki Kikuta","1034.3666666666666",60
"Akira Yamaoka","1034.36",25
"Kenji Yamazaki","1034.2",10
"Ayumi Iga","1034.2",5
"Kenichi Tsuchiya, Misaki Okibe, Shoji Meguro, Toshiko Tasaki","1034.2",5
"PrototypeRaptor","1034",20
"The Consouls","1033.923076923077",13
"Mr.T","1033.75",4
"Daniel Brown","1033.607142857143",28
"OneUp","1033.5",4
"Tepid","1033.4285714285713",7
"ImAFutureGuitarHero","1033.4285714285713",7
"PRYZM","1033.4117647058824",17
"Mittsies","1033.25",4
"Masami Ueda, Shusaku Uchiyama, Shun Nishigaki","1033.1666666666667",6
"Linde","1033.1666666666667",6
"Devastus","1033.1666666666667",6
"Kevin Schilder","1033",3
"Kayo Konishi, Yukio Kondo","1033",9
"Shiho Fujii, keity.pop, Mari Kikuma","1033",3
"Will Dawson","1033",3
"Magnus Djurberg (Gouafhg)","1033",3
"Gene M. Rozenberg","1033",3
"aneurySm","1033",3
"Metroid Metal","1032.9375",16
"Masumi Ito","1032.8333333333333",6
"Yu-Peng Chen","1032.625",8
"Richard Jacques","1032.4615384615386",26
"Angel Studios","1032.4",5
"Tune in with Chewie","1032.4",5
"Tony Thai","1032.3",10
"Alph Lyla","1032.25",8
"Namco","1031.857142857143",7
"TPR","1031.8333333333333",24
"Howard Drossin","1031.75",8
"sasakure.UK","1031.5",8
"BARx","1031.5",4
"Sam Griffin","1031.5",12
"tumult","1031.5",2
"bsolmaz13","1031.5",2
"Philanthrope","1031.5",2
"Leavv","1031.5",4
"Key Jay","1031.5",2
"Sauraen","1031.5",2
"Tibone","1031.5",2
"Vidboy","1031.5",2
"James Moats","1031.5",2
"Hoboka","1031.5",2
"Melancholy Robot","1031.5",2
"Yuxi Wang","1031.5",2
"Matthew S. Harrison","1031.090909090909",11
"coatlesscarl","1031.0754716981132",53
"Star Salzman","1031.0625",16
"DarkeSword","1031.0566037735848",53
"dannyshock","1031",2
"Destiny, zykO","1031",2
"Jaedon Braun","1030.857142857143",7
"Kan R. Gao","1030.8",10
"Mark Miller","1030.8",5
"Jmabate","1030.6",5
"Masahiro Andoh","1030.6",5
"Yuko Komiyama, Naoto Tanaka","1030.5714285714287",7
"Sota Fujimori","1030.4285714285713",7
"Kenichi Okuma","1030.2727272727273",11
"Masafumi Takada, Jun Fukuda","1030.25",8
"Michael Land","1030.1724137931035",29
"Doc Nano","1030.1666666666667",6
"Fishy","1030.1176470588234",17
"Yuko Takehara, Toshihiko Horiyama, Makoto Tomozawa","1030",6
"Iku Mizutani, Shigehiro Takenouchi, Motoaki Furukawa","1030",6
"The Smash Brothers","1030",6
"Keiichi Okabe, Keigo Hoashi","1030",3
"Taku Inoue","1030",6
"Strike911","1030",3
"Patti Rudisill","1030",3
"Sean Haeberman","1030",6
"Hiroyuki Kawada","1030",3
"Nemix","1030",3
"Wyvern's Spirit","1029.5714285714287",7
"Tonindo","1029.375",8
"Capcom","1029.3333333333333",21
"Tomoyoshi Sato, Mihoko Ando, Tatsuya Kikuchi","1029.25",4
"Scaredsim","1029.2",5
"Hayato Sonoda, Takahiro Unisuga","1029",18
"Akari Kaida, Yoshino Aoki","1028.9285714285713",14
"Stephane Bellanger, Didier Lord, Rémi","1028.8",5
"SuperPsyguy","1028.8",5
"Tomoko Sasaki","1028.7142857142858",14
"Chris Christodoulou","1028.7058823529412",17
"Nobuhito Koise","1028.5",6
"foreversonic","1028.5",6
"Yasunori Shiono","1028.2105263157894",57
"Rozen","1028.1612903225807",31
"Sir Jordanius","1028.090909090909",11
"posu yan","1028.0588235294117",17
"Arata Iiyoshi, Atsuhiro Ishizuna","1028.0555555555557",18
"Nobuo Uematsu, Tsuyoshi Sekito, Keiji Kawamori","1027.75",12
"Theophany","1027.68",25
"Kanagawa Philharmonic Orchestra","1027.6153846153845",13
"Rainbowdragoneyes","1027.5294117647059",17
"Videri String Quartet","1027.4444444444443",18
"Yasunori Mitsuda","1027.0611111111111",180
"Redg","1027",6
"Patrick Phelan, Ashley Bennett, Paul Hiley","1027",3
"Metatron","1027",8
"Jono Grant","1027",3
"taiki","1027",2
"Steven Morris","1027",4
"melody","1027",6
"Rom Di Prisco","1027",7
"nelward","1027",2
"Masafumi Ogata","1027",5
"Joshua Cortese","1027",3
"Yukiko Takada","1027",5
"MURO","1027",2
"Rie Akagi","1027",2
"Stefan Norlin","1027",2
"Nobuhiko Kashiwara","1027",3
"Noir","1027",2
"Pontus Lundén","1027",2
"Yoozer","1027",2
"Ian Luckey","1027",2
"Abreu Project","1027",2
"Andersongs87","1027",2
"VideoGamesG33k","1027",2
"Tim Rosko","1027",2
"Jordan Chin, Tiago Rodrigues","1027",2
"Masayoshi Soken, Ken Ito","1027",3
"Kazuhiko Uehara, Masahiro Ikariko, Minako Matsuhira, Michiru Yamane, Akira Yamaoka","1027",4
"Sound Junkie","1027",2
"Tackle","1027",2
"tibone","1027",2
"DonutShoes","1027",2
"The Whyte Wolf","1027",2
"Rich Douglas","1027",2
"Mind Waker","1027",2
"Kouichi Sakita","1027",2
"Jameson Sutton","1027",2
"Xavier Dang (mv)","1026.9761904761904",42
"Jun Ishikawa","1026.8076923076924",26
"James C. Hoffman","1026.6666666666667",6
"Big Giant Circles","1026.5479452054794",73
"Masahiro Ikariko, Mutsuhiko Izumi","1026.4",10
"Mikel, Dj CUTMAN","1026.357142857143",14
"Masato Koike, Yuki Matsumura","1026.1818181818182",11
"MegaDriver","1026.1",10
"Jeremiah Ross (Module)","1026.0833333333333",12
"Fearofdark","1026.0666666666666",30
"Yuki Iwai, Yuko Takehara, Setsuo Yamamoto","1026",9
"Magical Trick Society","1025.9375",16
"String Player Gamer","1025.875",8
"Yuichi Sakakura, Tomoya Tomita, Kozo Nakamura","1025.7692307692307",13
"Megan McDuffee","1025.7619047619048",21
"ECE-SMZ","1025.7142857142858",7
"Diggi Dis","1025.5714285714287",21
"Hiroshi Yamaguchi","1025.5",12
"Mattias Häggström Gerdt, Jillian Aversa","1025.5",2
"Hirokazu Ando","1025.5",36
"Keiji Yamagishi, Ryuichi Nitta, Ichiro Nakagawa","1025.3333333333333",6
"Toshio Kajino, Mitsuhiko Takano","1025.2",10
"Takeshi Abo","1025.2",5
"Hige Driver","1025.2",5
"AriesT","1025.2",5
"Brick BRKer","1025.2",5
"Adam Bruneau","1025.2",10
"Derek Oren, Jeremy Robson","1025.2",5
"Derris-Kharlan","1025.0714285714287",14
"Cerrax","1024.875",8
"Kenichi Matsubara, Yoshinori Sasaki","1024.75",8
"Verdegrand","1024.75",4
"Psychrophyte","1024.75",4
"No Goblin Sound Team","1024.75",4
"YoshiBlade","1024.7368421052631",19
"Yasunori Nishiki","1024.5",36
"Guifrog","1024.4705882352941",17
"Daniel Tidwell","1024.445652173913",92
"bustatunez","1024.2857142857142",7
"Zebes System","1024.2790697674418",43
"ZUN","1024.2666666666667",75
"Armcannon","1024.095238095238",21
"Iku Mizutani, Koichi Yamanishi","1024.0833333333333",12
"Minibosses","1024.0714285714287",28
"Monomirror","1024",3
"David L. Puga, Mak Eightman","1024",2
"GSlicer","1024",3
"The Lost OST","1024",3
"FKD","1024",6
"SuperiorX","1024",3
"OzoneOne","1024",3
"DJ Mitsu the Beats","1024",3
"Ruclefia","1024",3
"ZackParrish, Sebastian Mårtensson","1024",3
"Tokyo Ska Paradise Orchestra","1023.6",5
"Goemon Production Team","1023.4",10
"Haruki Mino","1023.4",10
"The Fishhead","1023.4",5
"Yukio Nakajima","1023.4",5
"Toshiharu Yamanishi","1023.3529411764706",17
"Vernian Process","1023.0058139534884",172
"Katsuro Tajima, Yoshinori Kawamoto","1022.75",4
"+TEK","1022.68",25
"KPLECRAFT","1022.5714285714286",21
"Cazok","1022.5",4
"Basheman","1022.5",2
"Shusei Murai, Montell Nonoda","1022.5",2
"Luhny","1022.5",2
"Shinra Symphony Orchestra and Chorus, Sachiko Miyano","1022.5",2
"Baycunn","1022.5",2
"The Amazing Brando","1022.5",2
"VG Maniak","1022.5",2
"Christian Richardson","1022.5",4
"Michael Schiciano","1022.5",2
"Whirligig","1022.5",2
"Talkboy Arcade","1022.5",2
"Mercurial","1022.5",2
"Ian Plays","1022.5",2
"Soundole","1022.5",2
"AVTechNO!","1022.5",2
"Ephixa","1022.5",2
"Dare to Oppress","1022.5",2
"Thumper","1022.5",2
"NiCus","1022.5",2
"CelestialSonata","1022.5",2
"Alexander Brandon","1022.3333333333334",27
"Marshall Art, Cory Johnson","1022.25",4
"Koji Kondo, Ryuichi Katsumata","1022",9
"Mari Yamaguchi","1021.8846153846154",26
"Seth Parker","1021.8571428571429",7
"Junichi Masuda, Masao Mizuno","1021.8571428571429",7
"Asuka Ohta","1021.6",5
"Kenny, Oh Chan, Tarkun","1021.6",5
"Hekdar Thunderfist","1021.6",5
"Ian Martyn","1021.6",5
"Masahiko Kimura","1021.4545454545455",11
"Shogo Sakai, Yusuke Takahama, Masaaki Iwasaki, Seiji Momoi, Yuji Suzuki, Takafumi Miura","1021.4375",16
"Tomoya Ohtani, Takeshi Watanabe","1021.3333333333334",3
"Mattias Häggström Gerdt, DragonAvenger","1021.3333333333334",3
"Shogo Sakai, Takafumi Miura, Yusuke Takahama","1021.2",5
"FantomenK","1021.1764705882352",17
"Lance Hayes","1021",4
"The Pancake Chef","1021",9
"Trent \"Basstronix\" Robertson","1021",6
"TrickyWolfy","1021",6
"texx sound","1021",3
"Sharkma","1021",3
"Claado Shou","1021",3
"Iggy Koopa","1021",3
"Yuzo Koshiro","1020.9193548387096",248
"Darangen","1020.6470588235294",17
"ZREO","1020.6333333333333",150
"dj-Jo","1020.5714285714286",7
"Trenthian","1020.5384615384615",13
"The Kode","1020.4545454545455",11
"Evan LE NY","1020.4285714285714",7
"Audio Sprite","1020.3333333333334",27
"Helynt","1020.3333333333334",12
"Shotaro Seo (MONACA)","1020.3125",16
"Masahiro Ikariko, Mutsuhiko Izumi, Yuko Kurahashi, Tsuyoshi Sekito, Yuji Takenouchi, Tomoya Tomita, Kazuhiko Uehara","1020.25",8
"A-dash","1020.25",8
"Steppo","1020.25",4
"Steampianist","1020.25",4
"Wolfblur","1020.25",4
"Joey Grady","1020.25",8
"Team Friesen","1020.25",4
"Psamathes","1020.25",4
"Tasogare Frontier,ZUN,alphes","1020.25",4
"Fatty Acid","1020.25",4
"Andrew One","1020.25",4
"Shion","1020.1428571428571",14
"Psycosulu","1020",5
"Grayscale Band","1020",9
"CSGuitar89","1019.9814814814815",54
"Kenta Nagata, Toru Minegishi","1019.8",5
"RetroCompute","1019.8",5
"Triforce Quartet","1019.8",5
"Daisuke Amaya (Pixel)","1019.6969696969697",33
"Tomori Kudo, CHiCO","1019.6923076923077",26
"Flexstyle","1019.56",25
"DSC","1019.5480769230769",104
"Ryo Nagamatsu","1019.5357142857143",28
"Ross Kmet","1019.5",6
"David Russell","1019.5",6
"Yoshio Hirai","1019.4285714285714",7
"Viking Guitar","1019.4166666666666",12
"Dennis Martin","1019.2857142857143",7
"Carl Mylo","1019.125",24
"Yuko Takehara","1019.1111111111111",45
"Takashi Tateishi, Shigemasa Matsuo","1018.875",8
"AeroZ","1018.7083333333334",24
"Yasuhiro Nakano","1018.6666666666666",3
"BONKERS","1018.5833333333334",12
"Hale-Bopp","1018.5",2
"tefnek","1018.4",5
"Tim Follin","1018.3529411764706",51
"ROCK-MEN","1018.3214285714286",28
"Kiyohiro Sada ","1018.2",5
"Dj Mystix","1018.2",5
"DrumUltimA","1018.1666666666666",6
"CHiCO, Tomori Kudo","1018.0909090909091",11
"Derek Duke,Glenn Stafford,Neal Acree,Russell Brower","1018.0625",16
"Marty Brueggemann","1018.0526315789474",19
"Order of Týr","1018",13
"Nittoku Inoue","1018",6
"Tim Wright (CoLD SToRAGE)","1018",5
"Zhenlan Kang","1018",2
"wOrm","1018",4
"Jeremiah Sun","1018",23
"That Headband Guy","1018",2
"Please Lose Battle","1018",2
"Girlz Melon","1018",7
"Alex Garcigregor","1018",6
"Reven","1018",3
"Ruby Toung","1018",2
"IDIOTAPE","1018",8
"zylance","1018",2
"Ivan Hakštok, streifig","1018",2
"Schneider Souza","1018",6
"Tetsuya Kobayashi","1018",3
"Project X","1018",2
"Laura Intravia","1018",3
"PlanarianHugger","1018",3
"VaVa","1018",3
"Rexeljet","1018",4
"Freen in Green","1018",4
"Insert Rupee, Ben Briggs, halc","1018",2
"Sefiros","1018",2
"Snooglebum","1018",2
"Vled Tapas","1018",4
"Koji Kondo, Nobuo Kurita","1018",5
"Vomitron","1018",2
"Randy Brown","1018",2
"worldsbestgrandpa","1018",3
"Flake","1018",3
"Drew Shade","1018",2
"Nathan Madsen, Ryan Reilly","1018",2
"Woody/mC","1018",2
"Souperion","1018",4
"Khalal, Nintendo Guru","1018",2
"huile_smith","1018",2
"Marshall Art, jmr, streifig","1018",2
"Manji","1018",2
"Lauren the Flute","1018",3
"BlitzChris","1018",2
"DragonAvenger","1018",2
"Lau","1018",2
"Ryu Umemoto, Ryu Takami, Kazuhiro Kanae","1017.9583333333334",24
"Hidehiro Funauchi","1017.8181818181819",11
"Entertainment System","1017.7619047619048",42
"Masayoshi Soken","1017.7096774193549",31
"Yuka Tsujiyoko, Saki Haruyama","1017.6153846153846",13
"Jonathan Dunn","1017.5",12
"Dong","1017.5",2
"Rockos","1017.375",8
"Naoyuki Sato, Akihisa Matzura","1017.3333333333334",9
"Hyadain","1017.3333333333334",3
"Piano Squall","1017.3076923076923",13
"Lampje4life","1017.2",15
"SGX","1017",9
"Yasuaki Iwata","1016.9411764705883",17
"Random Hero","1016.8888888888889",9
"Shael Riley","1016.8888888888889",9
"Brian Davis","1016.875",8
"Yu Shimoda","1016.8",15
"zircon","1016.7808219178082",73
"Matt Simmonds (4mat)","1016.7142857142857",7
"Chihiro Fujioka","1016.6923076923077",13
"Glenntai","1016.6666666666666",6
"Catboss.","1016.6666666666666",6
"Jacob Lincke","1016.6315789473684",19
"Chipzel","1016.5833333333334",12
"Siamey","1016.5714285714286",7
"Toru Minegishi, Manaka Tominaga, Asuka Ohta, Koji Kondo","1016.4545454545455",11
"Delldongo","1016.418918918919",74
"Stephen Rippy, Kevin McMullan","1016.4",5
"Kow Otani","1016.2083333333334",24
"Jun Chikuma","1016.2",30
"VizardJeffhog","1016.2",5
"Masaaki Iwasaki, Shogo Sakai, Takafumi Miura, Yuji Suzuki, Yusuke Takahama, I. Uchida","1016",4
"Mafialligator","1016",45
"Koichi Namiki","1015.8666666666667",15
"Reuben6, Gamer of the Winds","1015.75",4
"Kyle Landry","1015.75",4
"Kanako Kakino","1015.75",4
"HOYO-MiX","1015.75",4
"Super Marcato Bros., Karl Brueggemann, Will Brueggemann","1015.7",20
"Xoc","1015.5454545454545",11
"Maki Morrow","1015.5",4
"Nase","1015.5",4
"Atsuko Iwanaga","1015.4285714285714",7
"Jose Acosta","1015.3333333333334",3
"Infinity Tone","1015.3",10
"John Baker","1015.2307692307693",13
"Mr Stream","1015.1111111111111",9
"DS Music","1015",12
"Misao Senbongi, Shusaku Uchiyama","1015",6
"TheKrow","1015",3
"Jayson Litrio","1015",3
"SonikkuXM","1015",3
"Yerzmyey","1015",3
"Wiesty","1015",3
"Elrinth, PsyNES","1015",3
"POPHOLIC","1015",3
"Ronald Poe","1015",3
"Beatdrop","1014.95",20
"Jonas Tunander","1014.9333333333333",30
"Tweex","1014.8888888888889",27
"Fredrik Häthén","1014.7272727272727",11
"PeeWee Hill, Michiko Hill","1014.7272727272727",11
"Video Game Jazz Orchestra","1014.7272727272727",11
"Pegster McDudeson","1014.625",8
"mikedm92","1014.5",2
"Peppsen","1014.4",10
"Shihoko Hirata","1014.1428571428571",7
"Hitoshi Sakimoto","1014.1360544217687",147
"WillRock","1014.0483870967741",62
"Alec Holowka","1013.9230769230769",26
"soundTeMP","1013.875",32
"Yoko Osaka","1013.8333333333334",12
"Kousuke Yamashita","1013.7647058823529",17
"Mike Morasky","1013.7368421052631",19
"D Fast","1013.6666666666666",6
"Shota Kageyama","1013.6222222222223",45
"Sam Dillard","1013.6170212765958",47
"Junko Ozawa","1013.5",2
"Careless Juja","1013.5",18
"Smouv","1013.5",4
"Blake Robinson","1013.5",10
"C-jeff","1013.5",2
"Main Finger","1013.5",4
"MASA","1013.5",2
"Beej","1013.5",2
"Hiroki Isogai, Ippo Yamada","1013.5",2
"Thunder Thouin","1013.5",2
"Mr. Luxarina","1013.5",2
"Dhsu, Mustin","1013.5",2
"Emunator, Flexstyle","1013.5",2
"Shintaro Mori","1013.5",2
"Flavien Morel","1013.5",2
"Yamajet","1013.5",2
"Zach Hinchy, EXshad","1013.5",2
"III, Ippo Yamada","1013.5",2
"Alex Hill","1013.5",2
"AndyExpandy","1013.5",2
"General Offensive, Joshua Taipale","1013.5",2
"Subversiveasset","1013.5",2
"Legendav","1013.5",2
"Leslie-Anne Snipes","1013.5",2
"Spencer Bambrick","1013.5",2
"Jonne Valtonen, Kanagawa Philharmonic Orchestra","1013.5",2
"へるしー素浪人","1013.5",2
"Maitaro","1013.45",20
"NoTuX","1013.3333333333334",6
"Hiroshi Kawaguchi","1013.2727272727273",22
"Chromatic Apparatus","1013.25",4
"Hirosato Noda","1013.0909090909091",11
"Noriyuki Iwadare","1013.0833333333334",156
"Craig Barnes","1013",4
"That Andy Guy","1013",2
"Lyn","1013",9
"FamilyJules7x","1012.9671052631579",152
"Neil Baldwin","1012.9375",16
"halc","1012.921875",64
"mellogear","1012.8571428571429",7
"Munakata, Takao Kawana","1012.8571428571429",7
"Shnabubula","1012.7954545454545",44
"Keiichi Okabe","1012.7647058823529",34
"Yoshito Sekigawa, Shoh Murakami, Yoshiaki Kimura, Hiroki Morishita, Fumihiro Isobe","1012.65",20
"Tomohito Nishiura, Yumiko Hashizume","1012.6",10
"Kazuo Sawa","1012.5428571428571",35
"jaxx","1012.4615384615385",13
"Satoshi Ishikawa","1012.4615384615385",13
"Hideyuki Fukasawa","1012.4363636363636",55
"Mike Peacock, Darren Radtke, Chad York, Scott McFadyen, Davor Vulama","1012.375",8
"Tim Sheehy (Kaijin)","1012.3214285714286",28
"Kouji Murata","1012.24",50
"Trevor Alan Gomes","1012.0857142857143",35
"Setsuo Yamamoto","1012",15
"Tsutomu Narita","1012",9
"Risa Yuki, Tokuhiko Uwabo (Bo)","1012",3
"Naoya Iwaki","1012",3
"Moonbike","1012",6
"RÄFVEN","1012",3
"Yuuta Ogasawara","1012",6
"Squint","1012",3
"Seth Skoda","1012",6
"The Vodoú Queen","1012",3
"TheChargingRhino","1012",3
"Plumegeist","1012",3
"Riyou Kinugasa, Kengo Hagiwara","1011.8125",16
"TGH","1011.4347826086956",23
"Select Start","1011.4",25
"Culture Brain","1011.25",4
"Cityfires","1011.25",32
"Blake Inc.","1011.25",4
"Hayato Sonoda, Takahiro Unisuga, Saki Momiyama","1011.25",16
"Sam Hulick","1011.25",4
"Kenichi Kuroda","1011.25",4
"Hyde209","1011.25",4
"Danny Baranowsky, FamilyJules7x","1011.25",4
"Swum","1011.25",4
"Vincent Diamante","1011.25",4
"Curtis Schweitzer","1011.1",10
"Binbag McGraw","1011.0769230769231",13
"Mustin","1011.0666666666667",30
"Anti-Syne","1010.9",10
"Woofle, Strife","1010.8",15
"Karbofos","1010.8",5
"Rob King,Paul Romero","1010.8",5
"George R. Powell","1010.8",5
"Sir_NutS","1010.6666666666666",39
"Sukenomiya Fujio","1010.6",5
"Sebastien Skaf","1010.6",15
"Shinobu Tanaka","1010.5454545454545",11
"Manami Kiyota","1010.5",6
"fu_mou","1010.2857142857143",7
"Akihiro Honda","1010.25",8
"Masatomo Miyamoto, Takeshi Santoh","1010.125",8
"Norikazu Miura","1010.125",16
"Minako Hamano","1010.0588235294117",17
"Audio Mocha","1009.9",10
"Jeff Ball","1009.85",60
"cerror","1009.8181818181819",11
"Toxodentrail","1009.8181818181819",11
"FILMharmonic Orchestra Prague","1009.75",12
"HoboKa","1009.6428571428571",14
"Powerglove","1009.5294117647059",17
"Akari Kaida","1009.4857142857143",35
"Sega","1009.3076923076923",26
"Jason Covenant","1009.2727272727273",11
"Donald S. Griffin","1009.2",5
"Hayato Sonoda, Wataru Ishibashi, Takahide Murayama, Kohei Wada","1009.125",8
"Yoshihito Yano","1009.1",10
"Béatrice Martin (Coeur de Pirate)","1009",12
"Children of the Monkey Machine","1009",6
"RoboRob","1009",8
"2 Mello","1009",10
"Sferro","1009",5
"Toshiyuki Kakuta","1009",4
"Regretted","1009",4
"Toru Watanabe","1009",3
"Spencer Bambrick, Louie Aronowitz","1009",2
"RiverSound","1009",2
"Chickenwarlord, Lemonectric","1009",2
"Gregzilla","1009",7
"Pl511","1009",3
"Kazuki Higashihara","1009",5
"Taylor Ambrosio Wood","1009",2
"The Tsunami Effect","1009",2
"Dewey Newt","1009",3
"Gryzor87","1009",3
"Forgotten Dawn","1009",3
"Asuka Hayazaki","1009",2
"Yoga Boner","1009",2
"Thennecan","1009",6
"Ben Cohn","1009",2
"DR.WELI","1009",2
"Prime Legion","1009",2
"Chris Muggli-Miller","1009",2
"ZeldaRocks","1009",2
"EXshad","1009",2
"Masato Nakamura, Jun Senoue","1009",3
"HIDEAWAYS","1009",2
"Materia Collective","1009",2
"Jeremy Harris Jones","1009",2
"Jon Bash","1009",2
"Konami Kukeiha Club, Naoki Maeda","1009",3
"Mecha_B.E.A.R.","1009",2
"Jace","1009",2
"Marc Star","1008.8",5
"Chris J. Hampton","1008.75",4
"Hadyn","1008.75",4
"C418","1008.4285714285714",14
"Ben McCullough","1008.3333333333334",3
"The Wingless","1008.3125",16
"Ippo Yamada","1008.2",10
"Kevvviiinnn","1008.1578947368421",19
"Josh of Vernian Process, Vernian Process","1008.1",10
"JJT","1008.0833333333334",12
"Machinae Supremacy","1007.9555555555555",45
"insaneintherainmusic","1007.9166666666666",24
"injury (Starla)","1007.8333333333334",6
"RoBKTA","1007.8",10
"Jeroen Tel","1007.4468085106383",47
"Shiho Fujii,Ryo Nagamatsu","1007.3636363636364",11
"ABG","1007.3333333333334",6
"Treyt","1007.25",4
"James George","1007.25",4
"Xaleph","1007.2222222222222",9
"On Being Human","1007.2",15
"Mariam Abounnasr","1007.2",5
"Minako Adachi, Shigeki Hayashi","1007.1666666666666",24
"Zac Zinger","1007.1578947368421",19
"Hiroshige Tonomura","1007.1428571428571",21
"Eric Buchholz","1007.0555555555555",18
"Shoji Meguro","1007",116
"Daisuke Achiwa","1006.9117647058823",34
"Toshiko Tasaki","1006.8823529411765",17
"Yoshiki Aoi","1006.75",4
"Masahiko Ishida","1006.75",4
"Abadoss","1006.75",4
"Kazuhiro Nakamura","1006.75",4
"John Baker, Jim Hedges, Burke Trieschmann","1006.75",4
"RebeccaETripp, Gamer of the Winds, Medllix, Steven Higbee","1006.75",4
"Kanjika","1006.75",4
"Do A Barrel Roll!","1006.75",4
"Woofle","1006.5454545454545",11
"Solarbear","1006.5",4
"Pixel Pirates","1006.5",4
"Kain White","1006.3",10
"Miyoshi Okuyama","1006.1666666666666",12
"xyce","1006.1071428571429",28
"Rozen, Reven","1006.0666666666667",15
"Tsukasa Tawada","1006.0526315789474",19
"Electric Cafe","1006",6
"OceansAndrew, DragonAvenger","1006",3
"Alek Fleischer","1006",3
"Akira Sasaki","1006",3
"Christophe Héral, Billy Martin","1006",6
"Yoshimi Kudo","1006",6
"Toonorth","1006",3
"Kalu4ii Plays","1006",3
"HFG Special Band Set","1006",3
