id,album,artist,title,rating,Current score
20557,"The Legend of Zelda: Link's Awakening","Scott Peeples","Tail Cave (Beatdown Mix)",4.1114755,1090
20593,"Phantasy Star Online","zircon","Ragol Weather",4.226087,1090
20596,"Donkey Kong Country 3: Dixie Kong's Double Trouble!","Wintermute","My Red Hot Pursuit",3.2631578,1090
20647,"Donkey Kong Land","Chiwalker","Banananaz",3.575,1090
20778,"Mega Man 4","AmIEviL","Let There Be Light",3.882857,1090
21152,"Dark Cloud 2","Flexstyle","Before Everything Happened",4.418947,1090
21415,"Castlevania III: Dracula's Curse","LSD, Shnabubula","In the Beginning There Was Jazz",4.7370787,1090
21544,"Teenage Mutant Ninja Turtles: Shell Shocked","Stemage, Viking Guitar","Rock the Plank",4.0701756,1090
21641,"Katamari Damacy","Jake Kaufman (virt)","Katamari Damacy (virt)",4.515942,1090
21757,"SaGa Frontier","Blue Magic","A Journey in Solitude",3.954717,1090
22897,"V-Chipular Bandslaughter","SAVESTATES","Emerald Hill Zone",4.456604,1090
22930,"Luigi's Mansion: Dark Moon","Juan Medrano","The Clocktower",4.1154637,1090
2335,"Super Mario 64","Koji Kondo","Dire, Dire Docks",5,1090
23512,"Metroid Prime","Ben Prunty","Hot Machine, Cold Surface",4.6422534,1090
23945,"Street Fighter Compilation \"RE:\"MIX Chiptune","Professor Sakamoto","Ken (8bit Tornado Remix)",4.3423076,1090
24194,"Super Smash Bros. Brawl","ZackParrish","En Garde",4.3708334,1090
24722,"Mega Man Zero 3","timaeus222","Frosty Wilderness",4.1310344,1090
25371,"Castlevania Chronicles","Sota Fujimori","Simon's Theme",4.651282,1090
25692,"Castlevania: The Dracula X Chronicles","Yuichi Tsuchiya","Vampire Killer",4.5069766,1090
26795,"Super Castlevania IV","Phonetic Hero","Ripples",3.7513514,1090
26853,"Mega Man 9","timaeus222","Big Brute Force of Nature",4.285714,1090
27102,"The Legend of Zelda: A Link Between Worlds","Ryo Nagamatsu, Koji Kondo, Akito Nakatsuka","The Three Dungeons of Hyrule",4.3706665,1090
2728,"Nier","Keiichi Okabe, Kakeru Ishihama, Keigo Hoashi, Takafumi Nishimura","Song of the Ancients / Fate",4.709836,1090
27640,"Apex 2016: I Got Next","DJ RoboRob","Technical Disorder",3.8053334,1090
27647,"Gradius Gaiden","Ivan Hakštok, Juan Medrano","The Heavens Are Calling",4.2764044,1090
2905,"Final Fantasy IV Piano Collections","Nobuo Uematsu, Shiro Satou, Osamu Saitou, Toshiyuki Mori","Main Theme of Final Fantasy IV",4.681818,1090
29293,"Heretic Sinphony","Ghetto Lee Lewis","Vengeful Requiem",3.9538462,1090
30006,"Line Defense","Stam","Reversing the Alien Attack",4.285714,1090
3048,"Final Fantasy VII","Nobuo Uematsu","J-E-N-O-V-A",4.94918,1090
3054,"Final Fantasy Mystic Quest","Ryuji Sasai, Yasuhiro Kawakami","Battle 2",4.6358976,1090
31056,"Darkwing Duck","PsyNES","Playtime's Over",4.121739,1090
31078,"The Legend of Zelda: Spirit Tracks","Toru Minegishi, Manaka Tominaga, Asuka Ohta, Koji Kondo","Overworld Adventure",4.8685713,1090
32568,"Songs of the Sirens: Link's Awakening ReMixed","bLiNd","Tal Tal Future",3.9719298,1090
34818,"Plants vs. Zombies","Chimpazilla, timaeus222","There's a Zomboss on My Roof",4.3166666,1090
34852,"The Sims","Jerry Martin, Marc Russo","Under Construction",4.4578314,1090
36190,"Missile Defense 3-D","Sega","Launch Base",3.5,1090
37262,"Batman: Return of the Joker (NES)","Astral Tales","The Bat",4.6508474,1090
37576,"Final Fantasy VIII: SeeDs of Pandora","ZackParrish, Ian Martyn, KestrelGirl, E. Jesús Chic Acevedo","Longing for the Horizon",4.5142856,1090
37686,"Kirby & the Amazing Mirror","Atsuyoshi Isemura, Hironobu Inagaki","Area 9: Candy Costellation",4.3444443,1090
37895,"Baby Felix - Halloween","Alberto José González","Halloween World",4.46,1090
3821,"Sonic & Knuckles","Sega","Flying Battery Zone Act 1",4.601905,1090
39066,"T4N3 (Singles)","T4N3","Dragon: Marked for Death - Faranaja / Road Home (PC-98 Arrange)",4.0625,1090
39188,"Tentama 2wins","Takeshi Abo","Following Roadside Trees",4.082353,1090
39192,"When It Hits the Fan","Ryunocore","Bonus Stage",3.8375,1090
4168,"Super Smash Bros. Melee","Tadashi Ikegami","Fountain of Dreams",4.9092197,1090
4399,"Castlevania: Rondo of Blood","Mikio Saito","Bloodlines",4.670909,1090
4473,"Super Metroid","Kenji Yamamoto","Theme of Super Metroid (Orchestrated)",4.6390243,1090
4489,"Metroid: Zero Mission","Kenji Yamamoto, Minako Hamano","Brinstar",4.5032787,1090
5951,"Grandia","Noriyuki Iwadare","Theme of Grandia",4.5670104,1090
5974,"Grandia II","Noriyuki Iwadare","Fight!! Ver. 1",4.52973,1090
601,"Mega Man Zero 2","III","Departure",4.539583,1090
6043,"Silent Hill 2","Akira Yamaoka","Theme of Laura",4.3836365,1090
611,"Mega Man ZX","III","Green Grass Gradation (Gigamix Version)",4.0553846,1090
6232,"F-Zero","Yumiko Kanki","Mute City",4.8288,1090
7132,"DuckTales: Remastered","Hiroshige Tonomura, Jake Kaufman (virt)","The Amazon",4.722963,1090
7311,"Phoenix Wright: Ace Attorney","Masakazu Sugimori ","Pressing Pursuit - Cornered",4.891228,1090
7576,"Plants vs. Zombies","Laura Shigihara","Graze the Roof",4.629508,1090
8118,"LegVacuum 2","Armcannon","Corona to Rigor [Chrono Trigger]",4.8,1090
866,"Valdis Story: Abyssal City","ZackParrish","Place of Prayer",4.345946,1090
9264,"Dr. Mario","Jake Kaufman (virt)","Funky Pills",4.3257732,1090
9571,"PAX 07 Live","The OneUps","Final Fantasy VI - Terra, Prelude",4.5464287,1090
10435,"The Black Mages III: Darkness and Starlight","The Black Mages","Opening - Bombing Mission",4.556522,1081
10882,"Balloon Fight","Jake Kaufman (virt)","Ska Poppin'",4.3523808,1081
11091,"Mystic Awakening: Music of Final Fantasy VI","Daniel Brown","Main theme",4.6285715,1081
12289,"Retro Remix Revue Vol. 2","Retro Remix Revue","Chrono Trigger - Secret of the Forest",4.7847824,1081
12746,"Super Street Fighter II Turbo HD Remix","Malcos","Reinterpretation",4.2293334,1081
12823,"DuckTales 2","Minae Fujii","Title Screen",4.4925375,1081
13228,"Skate or Die!","Rob Hubbard, Kyle Granger, Chris Grigg","Skate Shop",3.6411765,1081
13442,"Super Hexagon","chipzel","Courtesy",4.1372094,1081
13519,"Tetris","Hirokazu Tanaka","Type B",4.85,1081
13577,"Bionic Commando","Junko Tamiya","Area 05",4.207143,1081
13640,"Sphere Brain","Tero Hilpinen, Toni Hilpinen","Introduction",3.7054546,1081
13769,"Extreme Road Trip","Magnus \"SoulEye\" Pålsson","Ingame Music",4.3185186,1081
13807,"Jackal","Shinya Sakamoto, Atsushi Fujio","Checkpoint Alpha, Checkpoint Delta",4.288235,1081
13876,"Mighty Switch Force! 2","Jake Kaufman (virt)","The Afterblaze (BONUS CHIP MIX)",4.1866665,1081
13979,"The Goonies II","Satoe Terashima","Caverns",3.4409091,1081
14003,"Okami Retro Version","Masami Ueda, Hiroshi Yamaguchi, Rei Kondoh","Kamui of the Northern Lands Retro Version",4.1809525,1081
14106,"The Adventures of Bayou Billy","Atsushi Fujio, Jun Funahashi, Hidenori Maezawa, Tsutomu Ogura, Kiyohiro Sada","Street Fighting",4.4553847,1081
14166,"Final Fantasy Dimensions","Hirosato Noda","Prelude LEGENDS EDITION [Chiptune]",4.2489796,1081
14899,"SQ Chips2","Hidekazu Tanaka","The Girl Who Stole the Stars ~ Fragments of a Dream (from CHRONO CROSS)",4.571429,1081
15080,"Gremlins 2: The New Batch","Naoki Kodaka","The Office",4.205333,1081
1551,"Gears of War 2","Steve Jablonsky","Armored Prayer",3.6852942,1081
15599,"Sonic 3D Blast 8-bit Arrange","Daniel White (danooct1)","Rusty Ruin Zone Act I",4.064,1081
16244,"Chiptopia - The Best of 8 Bit Weapon & ComputeHer","8 Bit Weapon","Bits with Byte",4.0342855,1081
16655,"Snake Rattle 'N Roll","David Wise","The First Level",3.7442622,1081
16823,"Fire 'N Ice","Kajiya Shitamachi","Big Tree",3.215,1081
16969,"Tower Of Heaven","flashygoodness","Pillars of Creation",4.8574076,1081
16970,"Tower Of Heaven","flashygoodness","Stairway to Revelation",4.7469387,1081
1705,"SimCity 4","The Humble Brothers","ElectriCITY (Rush Hour)",4.3931036,1081
17149,"Thing on a Spring","Rob Hubbard","Thing on a Spring",3.3939395,1081
17239,"Wonder Boy III: The Dragon's Trap","Shinichi Sakamoto","The Monster's Lair",3.7612903,1081
17295,"Teenage Mutant Ninja Turtles III: Radical Rescue","Akihiro Juichiya","Outside",4.3851852,1081
17557,"Indiana Jones and the Last Crusade","Tim Follin","Coronado - Ship Battle",3.7627907,1081
17892,"Super Street Fighter IV","Jillian Aversa, zircon","Time to Oil Up",4.5436363,1081
17991,"Sonic the Hedgehog 2: Hedgehog Heaven","analoq","Oil Spill",4.279365,1081
18185,"Gun.Smoke","Gux","Spaghetti Cowboy",3.6883116,1081
18202,"Super Metroid: Relics of the Chozo","ella guro","Braving the Flames",4.252941,1081
18273,"Metal Gear Solid 2: Sons of Liberty","BenCousins","Big Shell West Bristol",3.4352942,1081
18440,"Lufia & the Fortress of Doom","Darangen","Metastatic Bloodline",4.1442623,1081
18528,"Wolfenstein 3D","Mazedude","Nazi Requiem",3.5765958,1081
18551,"Castlevania: Harmony of Dissonance","Nase","Swingin' with Death",3.8742857,1081
18932,"Top Gear","Rayza","Track 1 (Final Nitro Mix)",3.7280898,1081
18951,"Chrono Cross","Russell Cox","Molding of Destinies",4.6773334,1081
19032,"Teenage Mutant Ninja Turtles III: The Manhattan Project","Danimal Cannon, KBart, Stemage","BTMNTBAMLOL",3.9931035,1081
19112,"Final Fantasy IV: Echoes of Betrayal, Light of Redemption","audio fidelity","The Might of Baron",4.5666666,1081
1931,"Zone of the Enders: The 2nd Runner","Daisaku Kume, Maki Kimura","Beyond the Bounds (Full Version)",4,1081
19333,"Final Fantasy XIII","Ashleigh Coryell, bLiNd","Blue Skies",4.255856,1081
19524,"Final Fantasy: Random Encounter","BONKERS","Roaming... Please Wait",4.1066666,1081
